Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
1094,5,3.5,1.6,0.6,Iris-setosa
1095,5.1,3.8,1.9,0.4,Iris-setosa
1096,4.8,3,1.4,0.3,Iris-setosa
1097,5.1,3.8,1.6,0.2,Iris-setosa
1098,4.6,3.2,1.4,0.2,Iris-setosa
1099,5.3,3.7,1.5,0.2,Iris-setosa
1100,5,3.3,1.4,0.2,Iris-setosa
1101,7,3.2,4.7,1.4,Iris-versicolor
1102,6.4,3.2,4.5,1.5,Iris-versicolor
1103,6.9,3.1,4.9,1.5,Iris-versicolor
1104,5.5,2.3,4,1.3,Iris-versicolor
1105,6.5,2.8,4.6,1.5,Iris-versicolor
1106,5.7,2.8,4.5,1.3,Iris-versicolor
1107,6.3,3.3,4.7,1.6,Iris-versicolor
1108,4.9,2.4,3.3,1,Iris-versicolor
1109,6.6,2.9,4.6,1.3,Iris-versicolor
1110,5.2,2.7,3.9,1.4,Iris-versicolor
1111,5,2,3.5,1,Iris-versicolor
1112,5.9,3,4.2,1.5,Iris-versicolor
1113,6,2.2,4,1,Iris-versicolor
1114,6.1,2.9,4.7,1.4,Iris-versicolor
1115,5.6,2.9,3.6,1.3,Iris-versicolor
1116,6.7,3.1,4.4,1.4,Iris-versicolor
1117,5.6,3,4.5,1.5,Iris-versicolor
1118,5.8,2.7,4.1,1,Iris-versicolor
1119,6.2,2.2,4.5,1.5,Iris-versicolor
1120,5.6,2.5,3.9,1.1,Iris-versicolor
1121,5.9,3.2,4.8,1.8,Iris-versicolor
1122,6.1,2.8,4,1.3,Iris-versicolor
1123,6.3,2.5,4.9,1.5,Iris-versicolor
1124,6.1,2.8,4.7,1.2,Iris-versicolor
1125,6.4,2.9,4.3,1.3,Iris-versicolor
1126,6.6,3,4.4,1.4,Iris-versicolor
1127,6.8,2.8,4.8,1.4,Iris-versicolor
1128,6.7,3,5,1.7,Iris-versicolor
1129,6,2.9,4.5,1.5,Iris-versicolor
1130,5.7,2.6,3.5,1,Iris-versicolor
1131,5.5,2.4,3.8,1.1,Iris-versicolor
1132,5.5,2.4,3.7,1,Iris-versicolor
1133,5.8,2.7,3.9,1.2,Iris-versicolor
1134,6,2.7,5.1,1.6,Iris-versicolor
1135,5.4,3,4.5,1.5,Iris-versicolor
1136,6,3.4,4.5,1.6,Iris-versicolor
1137,6.7,3.1,4.7,1.5,Iris-versicolor
1138,6.3,2.3,4.4,1.3,Iris-versicolor
1139,5.6,3,4.1,1.3,Iris-versicolor
1140,5.5,2.5,4,1.3,Iris-versicolor
1141,5.5,2.6,4.4,1.2,Iris-versicolor
1142,6.1,3,4.6,1.4,Iris-versicolor
1143,5.8,2.6,4,1.2,Iris-versicolor
1144,5,2.3,3.3,1,Iris-versicolor
1145,5.6,2.7,4.2,1.3,Iris-versicolor
1146,5.7,3,4.2,1.2,Iris-versicolor
1147,5.7,2.9,4.2,1.3,Iris-versicolor
1148,6.2,2.9,4.3,1.3,Iris-versicolor
1149,5.1,2.5,3,1.1,Iris-versicolor
1150,5.7,2.8,4.1,1.3,Iris-versicolor
1151,6.3,3.3,6,2.5,Iris-virginica
1152,5.8,2.7,5.1,1.9,Iris-virginica
1153,7.1,3,5.9,2.1,Iris-virginica
1154,6.3,2.9,5.6,1.8,Iris-virginica
1155,6.5,3,5.8,2.2,Iris-virginica
1156,7.6,3,6.6,2.1,Iris-virginica
1157,4.9,2.5,4.5,1.7,Iris-virginica
1158,7.3,2.9,6.3,1.8,Iris-virginica
1159,6.7,2.5,5.8,1.8,Iris-virginica
1160,7.2,3.6,6.1,2.5,Iris-virginica
1161,6.5,3.2,5.1,2,Iris-virginica
1162,6.4,2.7,5.3,1.9,Iris-virginica
1163,6.8,3,5.5,2.1,Iris-virginica
1164,5.7,2.5,5,2,Iris-virginica
1165,5.8,2.8,5.1,2.4,Iris-virginica
1166,6.4,3.2,5.3,2.3,Iris-virginica
1167,6.5,3,5.5,1.8,Iris-virginica
1168,7.7,3.8,6.7,2.2,Iris-virginica
1169,7.7,2.6,6.9,2.3,Iris-virginica
1170,6,2.2,5,1.5,Iris-virginica
1171,6.9,3.2,5.7,2.3,Iris-virginica
1172,5.6,2.8,4.9,2,Iris-virginica
1173,7.7,2.8,6.7,2,Iris-virginica
1174,6.3,2.7,4.9,1.8,Iris-virginica
1175,6.7,3.3,5.7,2.1,Iris-virginica
1176,7.2,3.2,6,1.8,Iris-virginica
1177,6.2,2.8,4.8,1.8,Iris-virginica
1178,6.1,3,4.9,1.8,Iris-virginica
1179,6.4,2.8,5.6,2.1,Iris-virginica
1180,7.2,3,5.8,1.6,Iris-virginica
1181,7.4,2.8,6.1,1.9,Iris-virginica
1182,7.9,3.8,6.4,2,Iris-virginica
1183,6.4,2.8,5.6,2.2,Iris-virginica
1184,6.3,2.8,5.1,1.5,Iris-virginica
1185,6.1,2.6,5.6,1.4,Iris-virginica
1186,7.7,3,6.1,2.3,Iris-virginica
1187,6.3,3.4,5.6,2.4,Iris-virginica
1188,6.4,3.1,5.5,1.8,Iris-virginica
1189,6,3,4.8,1.8,Iris-virginica
1190,6.9,3.1,5.4,2.1,Iris-virginica
1191,6.7,3.1,5.6,2.4,Iris-virginica
1192,6.9,3.1,5.1,2.3,Iris-virginica
1193,5.8,2.7,5.1,1.9,Iris-virginica
1194,6.8,3.2,5.9,2.3,Iris-virginica
1195,6.7,3.3,5.7,2.5,Iris-virginica
1196,6.7,3,5.2,2.3,Iris-virginica
1197,6.3,2.5,5,1.9,Iris-virginica
1198,6.5,3,5.2,2,Iris-virginica
1199,6.2,3.4,5.4,2.3,Iris-virginica
1200,5.9,3,5.1,1.8,Iris-virginica
1201,5.1,3.5,1.4,0.2,Iris-setosa
1202,4.9,3,1.4,0.2,Iris-setosa
1203,4.7,3.2,1.3,0.2,Iris-setosa
1204,4.6,3.1,1.5,0.2,Iris-setosa
1205,5,3.6,1.4,0.2,Iris-setosa
1206,5.4,3.9,1.7,0.4,Iris-setosa
1207,4.6,3.4,1.4,0.3,Iris-setosa
1208,5,3.4,1.5,0.2,Iris-setosa
1209,4.4,2.9,1.4,0.2,Iris-setosa
1210,4.9,3.1,1.5,0.1,Iris-setosa
1211,5.4,3.7,1.5,0.2,Iris-setosa
1212,4.8,3.4,1.6,0.2,Iris-setosa
1213,4.8,3,1.4,0.1,Iris-setosa
1214,4.3,3,1.1,0.1,Iris-setosa
1215,5.8,4,1.2,0.2,Iris-setosa
1216,5.7,4.4,1.5,0.4,Iris-setosa
1217,5.4,3.9,1.3,0.4,Iris-setosa
1218,5.1,3.5,1.4,0.3,Iris-setosa
1219,5.7,3.8,1.7,0.3,Iris-setosa
1220,5.1,3.8,1.5,0.3,Iris-setosa
1221,5.4,3.4,1.7,0.2,Iris-setosa
1222,5.1,3.7,1.5,0.4,Iris-setosa
1223,4.6,3.6,1,0.2,Iris-setosa
1224,5.1,3.3,1.7,0.5,Iris-setosa
1225,4.8,3.4,1.9,0.2,Iris-setosa
1226,5,3,1.6,0.2,Iris-setosa
1227,5,3.4,1.6,0.4,Iris-setosa
1228,5.2,3.5,1.5,0.2,Iris-setosa
1229,5.2,3.4,1.4,0.2,Iris-setosa
1230,4.7,3.2,1.6,0.2,Iris-setosa
1231,4.8,3.1,1.6,0.2,Iris-setosa
1232,5.4,3.4,1.5,0.4,Iris-setosa
1233,5.2,4.1,1.5,0.1,Iris-setosa
1234,5.5,4.2,1.4,0.2,Iris-setosa
1235,4.9,3.1,1.5,0.1,Iris-setosa
1236,5,3.2,1.2,0.2,Iris-setosa
1237,5.5,3.5,1.3,0.2,Iris-setosa
1238,4.9,3.1,1.5,0.1,Iris-setosa
1239,4.4,3,1.3,0.2,Iris-setosa
1240,5.1,3.4,1.5,0.2,Iris-setosa
1241,5,3.5,1.3,0.3,Iris-setosa
1242,4.5,2.3,1.3,0.3,Iris-setosa
1243,4.4,3.2,1.3,0.2,Iris-setosa
1244,5,3.5,1.6,0.6,Iris-setosa
1245,5.1,3.8,1.9,0.4,Iris-setosa
1246,4.8,3,1.4,0.3,Iris-setosa
1247,5.1,3.8,1.6,0.2,Iris-setosa
1248,4.6,3.2,1.4,0.2,Iris-setosa
1249,5.3,3.7,1.5,0.2,Iris-setosa
1250,5,3.3,1.4,0.2,Iris-setosa
1251,7,3.2,4.7,1.4,Iris-versicolor
1252,6.4,3.2,4.5,1.5,Iris-versicolor
1253,6.9,3.1,4.9,1.5,Iris-versicolor
1254,5.5,2.3,4,1.3,Iris-versicolor
1255,6.5,2.8,4.6,1.5,Iris-versicolor
1256,5.7,2.8,4.5,1.3,Iris-versicolor
1257,6.3,3.3,4.7,1.6,Iris-versicolor
1258,4.9,2.4,3.3,1,Iris-versicolor
1259,6.6,2.9,4.6,1.3,Iris-versicolor
1260,5.2,2.7,3.9,1.4,Iris-versicolor
1261,5,2,3.5,1,Iris-versicolor
1262,5.9,3,4.2,1.5,Iris-versicolor
1263,6,2.2,4,1,Iris-versicolor
1264,6.1,2.9,4.7,1.4,Iris-versicolor
1265,5.6,2.9,3.6,1.3,Iris-versicolor
1266,6.7,3.1,4.4,1.4,Iris-versicolor
1267,5.6,3,4.5,1.5,Iris-versicolor
1268,5.8,2.7,4.1,1,Iris-versicolor
1269,6.2,2.2,4.5,1.5,Iris-versicolor
1270,5.6,2.5,3.9,1.1,Iris-versicolor
1271,5.9,3.2,4.8,1.8,Iris-versicolor
1272,6.1,2.8,4,1.3,Iris-versicolor
1273,6.3,2.5,4.9,1.5,Iris-versicolor
1274,6.1,2.8,4.7,1.2,Iris-versicolor
1275,6.4,2.9,4.3,1.3,Iris-versicolor
1276,6.6,3,4.4,1.4,Iris-versicolor
1277,6.8,2.8,4.8,1.4,Iris-versicolor
1278,6.7,3,5,1.7,Iris-versicolor
1279,6,2.9,4.5,1.5,Iris-versicolor
1280,5.7,2.6,3.5,1,Iris-versicolor
1281,5.5,2.4,3.8,1.1,Iris-versicolor
1282,5.5,2.4,3.7,1,Iris-versicolor
1283,5.8,2.7,3.9,1.2,Iris-versicolor
1284,6,2.7,5.1,1.6,Iris-versicolor
1285,5.4,3,4.5,1.5,Iris-versicolor
1286,6,3.4,4.5,1.6,Iris-versicolor
1287,6.7,3.1,4.7,1.5,Iris-versicolor
1288,6.3,2.3,4.4,1.3,Iris-versicolor
1289,5.6,3,4.1,1.3,Iris-versicolor
1290,5.5,2.5,4,1.3,Iris-versicolor
1291,5.5,2.6,4.4,1.2,Iris-versicolor
1292,6.1,3,4.6,1.4,Iris-versicolor
1293,5.8,2.6,4,1.2,Iris-versicolor
1294,5,2.3,3.3,1,Iris-versicolor
1295,5.6,2.7,4.2,1.3,Iris-versicolor
1296,5.7,3,4.2,1.2,Iris-versicolor
1297,5.7,2.9,4.2,1.3,Iris-versicolor
1298,6.2,2.9,4.3,1.3,Iris-versicolor
1299,5.1,2.5,3,1.1,Iris-versicolor
1300,5.7,2.8,4.1,1.3,Iris-versicolor
1301,6.3,3.3,6,2.5,Iris-virginica
1302,5.8,2.7,5.1,1.9,Iris-virginica
1303,7.1,3,5.9,2.1,Iris-virginica
1304,6.3,2.9,5.6,1.8,Iris-virginica
1305,6.5,3,5.8,2.2,Iris-virginica
1306,7.6,3,6.6,2.1,Iris-virginica
1307,4.9,2.5,4.5,1.7,Iris-virginica
1308,7.3,2.9,6.3,1.8,Iris-virginica
1309,6.7,2.5,5.8,1.8,Iris-virginica
1310,7.2,3.6,6.1,2.5,Iris-virginica
1311,6.5,3.2,5.1,2,Iris-virginica
1312,6.4,2.7,5.3,1.9,Iris-virginica
1313,6.8,3,5.5,2.1,Iris-virginica
1314,5.7,2.5,5,2,Iris-virginica
1315,5.8,2.8,5.1,2.4,Iris-virginica
1316,6.4,3.2,5.3,2.3,Iris-virginica
1317,6.5,3,5.5,1.8,Iris-virginica
1318,7.7,3.8,6.7,2.2,Iris-virginica
1319,7.7,2.6,6.9,2.3,Iris-virginica
1320,6,2.2,5,1.5,Iris-virginica
1321,6.9,3.2,5.7,2.3,Iris-virginica
1322,5.6,2.8,4.9,2,Iris-virginica
1323,7.7,2.8,6.7,2,Iris-virginica
1324,6.3,2.7,4.9,1.8,Iris-virginica
1325,6.7,3.3,5.7,2.1,Iris-virginica
1326,7.2,3.2,6,1.8,Iris-virginica
1327,6.2,2.8,4.8,1.8,Iris-virginica
1328,6.1,3,4.9,1.8,Iris-virginica
1329,6.4,2.8,5.6,2.1,Iris-virginica
1330,7.2,3,5.8,1.6,Iris-virginica
1331,7.4,2.8,6.1,1.9,Iris-virginica
1332,7.9,3.8,6.4,2,Iris-virginica
1333,6.4,2.8,5.6,2.2,Iris-virginica
1334,6.3,2.8,5.1,1.5,Iris-virginica
1335,6.1,2.6,5.6,1.4,Iris-virginica
1336,7.7,3,6.1,2.3,Iris-virginica
1337,6.3,3.4,5.6,2.4,Iris-virginica
1338,6.4,3.1,5.5,1.8,Iris-virginica
1339,6,3,4.8,1.8,Iris-virginica
1340,6.9,3.1,5.4,2.1,Iris-virginica
1341,6.7,3.1,5.6,2.4,Iris-virginica
1342,6.9,3.1,5.1,2.3,Iris-virginica
1343,5.8,2.7,5.1,1.9,Iris-virginica
1344,6.8,3.2,5.9,2.3,Iris-virginica
1345,6.7,3.3,5.7,2.5,Iris-virginica
1346,6.7,3,5.2,2.3,Iris-virginica
1347,6.3,2.5,5,1.9,Iris-virginica
1348,6.5,3,5.2,2,Iris-virginica
1349,6.2,3.4,5.4,2.3,Iris-virginica
1350,5.9,3,5.1,1.8,Iris-virginica
1351,5.1,3.5,1.4,0.2,Iris-setosa
1352,4.9,3,1.4,0.2,Iris-setosa
1353,4.7,3.2,1.3,0.2,Iris-setosa
1354,4.6,3.1,1.5,0.2,Iris-setosa
1355,5,3.6,1.4,0.2,Iris-setosa
1356,5.4,3.9,1.7,0.4,Iris-setosa
1357,4.6,3.4,1.4,0.3,Iris-setosa
1358,5,3.4,1.5,0.2,Iris-setosa
1359,4.4,2.9,1.4,0.2,Iris-setosa
1360,4.9,3.1,1.5,0.1,Iris-setosa
1361,5.4,3.7,1.5,0.2,Iris-setosa
1362,4.8,3.4,1.6,0.2,Iris-setosa
1363,4.8,3,1.4,0.1,Iris-setosa
1364,4.3,3,1.1,0.1,Iris-setosa
1365,5.8,4,1.2,0.2,Iris-setosa
1366,5.7,4.4,1.5,0.4,Iris-setosa
1367,5.4,3.9,1.3,0.4,Iris-setosa
1368,5.1,3.5,1.4,0.3,Iris-setosa
1369,5.7,3.8,1.7,0.3,Iris-setosa
1370,5.1,3.8,1.5,0.3,Iris-setosa
1371,5.4,3.4,1.7,0.2,Iris-setosa
1372,5.1,3.7,1.5,0.4,Iris-setosa
1373,4.6,3.6,1,0.2,Iris-setosa
1374,5.1,3.3,1.7,0.5,Iris-setosa
1375,4.8,3.4,1.9,0.2,Iris-setosa
1376,5,3,1.6,0.2,Iris-setosa
1377,5,3.4,1.6,0.4,Iris-setosa
1378,5.2,3.5,1.5,0.2,Iris-setosa
1379,5.2,3.4,1.4,0.2,Iris-setosa
1380,4.7,3.2,1.6,0.2,Iris-setosa
1381,4.8,3.1,1.6,0.2,Iris-setosa
1382,5.4,3.4,1.5,0.4,Iris-setosa
1383,5.2,4.1,1.5,0.1,Iris-setosa
1384,5.5,4.2,1.4,0.2,Iris-setosa
1385,4.9,3.1,1.5,0.1,Iris-setosa
1386,5,3.2,1.2,0.2,Iris-setosa
1387,5.5,3.5,1.3,0.2,Iris-setosa
1388,4.9,3.1,1.5,0.1,Iris-setosa
1389,4.4,3,1.3,0.2,Iris-setosa
1390,5.1,3.4,1.5,0.2,Iris-setosa
1391,5,3.5,1.3,0.3,Iris-setosa
1392,4.5,2.3,1.3,0.3,Iris-setosa
1393,4.4,3.2,1.3,0.2,Iris-setosa
1394,5,3.5,1.6,0.6,Iris-setosa
1395,5.1,3.8,1.9,0.4,Iris-setosa
1396,4.8,3,1.4,0.3,Iris-setosa
1397,5.1,3.8,1.6,0.2,Iris-setosa
1398,4.6,3.2,1.4,0.2,Iris-setosa
1399,5.3,3.7,1.5,0.2,Iris-setosa
1400,5,3.3,1.4,0.2,Iris-setosa
1401,7,3.2,4.7,1.4,Iris-versicolor
1402,6.4,3.2,4.5,1.5,Iris-versicolor
1403,6.9,3.1,4.9,1.5,Iris-versicolor
1404,5.5,2.3,4,1.3,Iris-versicolor
1405,6.5,2.8,4.6,1.5,Iris-versicolor
1406,5.7,2.8,4.5,1.3,Iris-versicolor
1407,6.3,3.3,4.7,1.6,Iris-versicolor
1408,4.9,2.4,3.3,1,Iris-versicolor
1409,6.6,2.9,4.6,1.3,Iris-versicolor
1410,5.2,2.7,3.9,1.4,Iris-versicolor
1411,5,2,3.5,1,Iris-versicolor
1412,5.9,3,4.2,1.5,Iris-versicolor
1413,6,2.2,4,1,Iris-versicolor
1414,6.1,2.9,4.7,1.4,Iris-versicolor
1415,5.6,2.9,3.6,1.3,Iris-versicolor
1416,6.7,3.1,4.4,1.4,Iris-versicolor
1417,5.6,3,4.5,1.5,Iris-versicolor
1418,5.8,2.7,4.1,1,Iris-versicolor
1419,6.2,2.2,4.5,1.5,Iris-versicolor
1420,5.6,2.5,3.9,1.1,Iris-versicolor
1421,5.9,3.2,4.8,1.8,Iris-versicolor
1422,6.1,2.8,4,1.3,Iris-versicolor
1423,6.3,2.5,4.9,1.5,Iris-versicolor
1424,6.1,2.8,4.7,1.2,Iris-versicolor
1425,6.4,2.9,4.3,1.3,Iris-versicolor
1426,6.6,3,4.4,1.4,Iris-versicolor
1427,6.8,2.8,4.8,1.4,Iris-versicolor
1428,6.7,3,5,1.7,Iris-versicolor
1429,6,2.9,4.5,1.5,Iris-versicolor
1430,5.7,2.6,3.5,1,Iris-versicolor
1431,5.5,2.4,3.8,1.1,Iris-versicolor
1432,5.5,2.4,3.7,1,Iris-versicolor
1433,5.8,2.7,3.9,1.2,Iris-versicolor
1434,6,2.7,5.1,1.6,Iris-versicolor
1435,5.4,3,4.5,1.5,Iris-versicolor
1436,6,3.4,4.5,1.6,Iris-versicolor
1437,6.7,3.1,4.7,1.5,Iris-versicolor
1438,6.3,2.3,4.4,1.3,Iris-versicolor
1439,5.6,3,4.1,1.3,Iris-versicolor
1440,5.5,2.5,4,1.3,Iris-versicolor
1441,5.5,2.6,4.4,1.2,Iris-versicolor
1442,6.1,3,4.6,1.4,Iris-versicolor
1443,5.8,2.6,4,1.2,Iris-versicolor
1444,5,2.3,3.3,1,Iris-versicolor
1445,5.6,2.7,4.2,1.3,Iris-versicolor
1446,5.7,3,4.2,1.2,Iris-versicolor
1447,5.7,2.9,4.2,1.3,Iris-versicolor
1448,6.2,2.9,4.3,1.3,Iris-versicolor
1449,5.1,2.5,3,1.1,Iris-versicolor
1450,5.7,2.8,4.1,1.3,Iris-versicolor
1451,6.3,3.3,6,2.5,Iris-virginica
1452,5.8,2.7,5.1,1.9,Iris-virginica
1453,7.1,3,5.9,2.1,Iris-virginica
1454,6.3,2.9,5.6,1.8,Iris-virginica
1455,6.5,3,5.8,2.2,Iris-virginica
1456,7.6,3,6.6,2.1,Iris-virginica
1457,4.9,2.5,4.5,1.7,Iris-virginica
1458,7.3,2.9,6.3,1.8,Iris-virginica
1459,6.7,2.5,5.8,1.8,Iris-virginica
1460,7.2,3.6,6.1,2.5,Iris-virginica
1461,6.5,3.2,5.1,2,Iris-virginica
1462,6.4,2.7,5.3,1.9,Iris-virginica
1463,6.8,3,5.5,2.1,Iris-virginica
1464,5.7,2.5,5,2,Iris-virginica
1465,5.8,2.8,5.1,2.4,Iris-virginica
1466,6.4,3.2,5.3,2.3,Iris-virginica
1467,6.5,3,5.5,1.8,Iris-virginica
1468,7.7,3.8,6.7,2.2,Iris-virginica
1469,7.7,2.6,6.9,2.3,Iris-virginica
1470,6,2.2,5,1.5,Iris-virginica
1471,6.9,3.2,5.7,2.3,Iris-virginica
1472,5.6,2.8,4.9,2,Iris-virginica
1473,7.7,2.8,6.7,2,Iris-virginica
1474,6.3,2.7,4.9,1.8,Iris-virginica
1475,6.7,3.3,5.7,2.1,Iris-virginica
1476,7.2,3.2,6,1.8,Iris-virginica
1477,6.2,2.8,4.8,1.8,Iris-virginica
1478,6.1,3,4.9,1.8,Iris-virginica
1479,6.4,2.8,5.6,2.1,Iris-virginica
1480,7.2,3,5.8,1.6,Iris-virginica
1481,7.4,2.8,6.1,1.9,Iris-virginica
1482,7.9,3.8,6.4,2,Iris-virginica
1483,6.4,2.8,5.6,2.2,Iris-virginica
1484,6.3,2.8,5.1,1.5,Iris-virginica
1485,6.1,2.6,5.6,1.4,Iris-virginica
1486,7.7,3,6.1,2.3,Iris-virginica
1487,6.3,3.4,5.6,2.4,Iris-virginica
1488,6.4,3.1,5.5,1.8,Iris-virginica
1489,6,3,4.8,1.8,Iris-virginica
1490,6.9,3.1,5.4,2.1,Iris-virginica
1491,6.7,3.1,5.6,2.4,Iris-virginica
1492,6.9,3.1,5.1,2.3,Iris-virginica
1493,5.8,2.7,5.1,1.9,Iris-virginica
1494,6.8,3.2,5.9,2.3,Iris-virginica
1495,6.7,3.3,5.7,2.5,Iris-virginica
1496,6.7,3,5.2,2.3,Iris-virginica
1497,6.3,2.5,5,1.9,Iris-virginica
1498,6.5,3,5.2,2,Iris-virginica
1499,6.2,3.4,5.4,2.3,Iris-virginica
1500,5.9,3,5.1,1.8,Iris-virginica
